text,canonical_form_1,canonical_form_2,canonical_form_3,category_1,severity_rating,severity_description
murder,murder,,,violence,2.6,Severe
fight,fight,,,violence,1.2,Mild
death,death,,,violence,1.4,Mild
gun,gun,,,violence,2.0,Strong
weapon,weapon,,,violence,1.8,Strong
shot,shot,,,violence,1.8,Strong
battle,battle,,,violence,1.6,Strong
war,war,,,violence,2.0,Strong
torture,torture,,,violence,2.8,Severe
assault,assault,,,violence,2.0,Strong
hostage,hostage,,,violence,2.8,Severe
terrorist,terorist,,,violence,2.6,Severe
strangle,strangle,,,violence,2.8,Severe
ammunition,ammunition,,,violence,1.6,Strong
dangerous,dangerous,,,violence,1.0,Mild
aggressive,aggressive,,,violence,1.2,Mild
killing,killing,,,violence,2.8,Severe
sword,sword,,,violence,1.2,Mild
massacre,massacre,,,violence,3.0,Severe
die,die,,,violence,1.0,Mild
stab,stab,,,violence,3.0,Severe
threatening,threatening,,,violence,1.2,Mild
combat,combat,,,violence,1.2,Mild
attack,attack,,,violence,1.4,Mild
wound,wound,,,violence,1.0,Mild
violent,violent,,,violence,2.4,Strong
deadly,deadly,,,violence,2.2,Strong
explosion,explosion,,,violence,2.2,Strong
bleeding victim,bleeding,,,violence,2.4,Strong
brutal,brutal,,,violence,2.2,Strong
slaughter,slaughter,,,violence,3.0,Severe
gore,gore,,,violence,2.6,Severe
torture,torture,,,violence,3.0,Severe
drug,drug,,,drug,2.4,Strong
alcohol,alcohol,,,drug,1.2,Mild
cocaine substance,cocainne,,,drug,2.8,Severe
addicted,addicted,,,drug,1.4,Mild
smoking,smoking,,,drug,1.2,Mild
drunk,drunk,,,drug,1.4,Mild
marijuana,marijuana,,,drug,2.2,Strong
pills,pills,,,drug,1.8,Strong
addiction,addiction,,,drug,1.4,Mild
dealer,dealer,,,drug,2.6,Severe
narcotic,narcotic,,,drug,2.8,Severe
weed,weed,,,drug,2.2,Strong
substance abuse,substance abuse,,,drug,2.2,Strong
overdose,overdose,,,drug,2.8,Severe
heroin,heroin,,,drug,3.0,Severe
intoxicated,intoxicated,,,drug,2.2,Strong
drug use,drug use,,,drug,2.0,Strong
alcoholic,alcoholic,,,drug,2.0,Strong
methamphetamine,methamphetamine,,,drug,3.0,Severe
crack,crack,,,drug,2.6,Severe
needle,needle,,,drug,2.4,Strong
injection,injection,,,drug,2.4,Strong
opium,opium,,,drug,3.0,Severe
drug abuse,drug abuse,,,drug,2.0,Strong
alchohol abuse,alchohol abuse,,,drug,1.4,Mild
substance use, substance use,,,drug,1.4,Mild
illegal drugs,illegal drugs,,,drug,2.8,Severe 
cannabis,cannabis,,,drug,2.0,Strong
withdrawal,withdrawal,,,drug,1.4,Mild
amphetamine,amphetamine,,,drug,2.8,Severe
ecstasy,ecstasy,,,drug,3.0,Severe
hallucination,hallucination,,,drug,2.4,Strong
psychedelic,psychedelic,,,drug,2.4,Strong
narcotic,narcotic,,,drug,2.8,Severe
steroids,steroid,,,drug,2.2,Strong
faith,faith,,,religion,1.0,Mild
god,god,,,religion,1.8,Strong
prayer,prayer,,,religion,1.2,Mild
religious,religious,,,religion,1.8,Strong
spiritual,spiritual,,,religion,1.2,Mild
church,church,,,religion,1.8,Strong
holy,holy,,,religion,1.4,Mild
mosque,mosque,,,religion,1.8,Strong
temple,temple,,,religion,1.8,Strong
buddhist,buddhist,,,religion,2.2,Strong
hindu,hindu,,,religion,2.2,Strong
muslim,muslim,,,religion,2.2,Strong
christian,christian,,,religion,2.2,Strong
workship,workship,,,religion,1.6,Strong
bible,bible,,,religion,1.8,Strong
sacred,sacred,,,religion,1.4,Mild
divine,divine,,,religion,1.4,Mild
blessing,blessing,,,religion,1.0,Mild
priest,priest,,,religion,2.0,Strong
belief,belief,,,religion,2.0,Strong
pastor,pastor,,,religion,2.0,Strong
imam,imam,,,religion,2.0,Strong
monk,monk,,,religion,2.0,Strong
nun,nun,,,religion,2.0,Strong
confession of sin,confession,sin,,religion,2.3,Strong
communion,communion,,,religion,2.2,Strong
baptism,baptism,,,religion,2.2,Strong
development,development,,,stability,2.6,Severe
symbol,symbol,,,religion,2.6,Severe
education,education,,,stability,2.0,Strong
discrimination,discrimination,,,religion,3.0,Severe
sin,sin,,,religion,2.0,Strong
family,family,,,stability,1.0,Mild
friendship,friendship,,,stability,1.4,Mild
love,love,,,stability,1.0,Mild
support,support,,,stability,1.0,Mild
together,together,,,stability,1.0,Mild
help,help,,,stability,1.0,Mild
care,care,,,stability,1.0,Mild
protect,protect,,,stability,1.4,Mild
teach,teach,,,stability,1.0,Mild
friend,friend,,,stability,1.0,Mild
parent,parent,,,stability,1.4,Mild
child,child,,,stability,1.0,Mild
mother,mother,,,stability,1.4,Mild
father,father,,,stability,1.4,Mild
sister,sister,,,stability,1.4,Mild
brother,brother,,,stability,1.4,Mild
happiness,happiness,,,stability,1.0,Mild
guidance,guidance,,,stability,1.0,Mild
mentor,mentor,,,stability,1.6,Strong
respect,respect,,,stability,1.4,Mild
trust,trust,,,stability,1.8,Strong
harmony,harmony,,,stability,1.8,Strong
unity,unity,,,stability,2.0,Strong
bond,bond,,,stability,2.0,Strong
support,support,,,stability,2.6,Severe
emotional well being,emotional,well being,,stability,2.6,Severe
relationship,relationship,,,stability,2.8,Severe
family values,family values,,,stability,2.8,Severe
family tradition,family tradition,,,stability,2.6,Severe
joy,joy,,,stability,1.0,Mild
family bond,family bond,,,stability,3.0,Severe
marriage,marriage,,,stability,2.0,Strong
home,home,,,stability,1.0,Mild
kindness,kindness,,,stability,1.0,Mild
guide,guide,,,stability,1.0,Mild
teach,teach,,,stability,1.0,Mild
peace,peace,,,stability,1.0,Mild
secure,secure,,,stability,1.0,Mild
calm,calm,,,stability,1.0,Mild
balance,balance,,,stability,1.6,Strong
growth,growth,,,stability,1.6,Strong
safe,safe,,,stability,1.0,Mild
share,share,,,stability,1.0,Mild
belonging,belonging,,,stability,1.6,Strong
wisdom,wisdom,,,stability,1.0,Mild
guidance,guidance,,,stability,1.8,Strong
learning,learning,,,stability,1.0,Mild
ethics,ethics,,,stability,3.0,Severe
