"index","type","start","end","text"
"642","cue","00:50:00,454","00:50:03,090","Pertemuan dimulai."
"643","cue","00:50:03,224","00:50:04,726","Pergi. Saya akan berbicara dengannya."
"644","cue","00:50:06,227","00:50:07,461","Terima kasih."
"645","cue","00:50:36,859","00:50:40,461","Kami melintasi kanal saat fajar."
"646","cue","00:50:40,596","00:50:45,466","Seperti yang Anda lihat,tank Mesir ada di jembatan."
"647","cue","00:50:45,601","00:50:49,438","Orang-orang Mesir sedang menyeberang.Kairo tidak terlindungi."
"648","cue","00:50:49,572","00:50:52,108","Kami mendengar semuanyapada sistem penyadapan."
"649","cue","00:50:53,443","00:50:54,677","Mereka akan menyerang besok."
"650","cue","00:51:01,784","00:51:05,722","Haim, apakah kamu siap?"
"651","cue","00:51:05,855","00:51:07,155","Kita akan siap."
"652","cue","00:51:07,289","00:51:10,526","Ketika mereka menyerang,hancurkan mereka. Semoga beruntung."
"653","cue","00:51:11,327","00:51:12,629","Terima kasih."
"654","cue","00:51:12,762","00:51:15,666","Marwan benar.Bagus sekali, Zvika."
"655","cue","00:51:19,435","00:51:21,436","Konvoi Amerika ada di sini."
"656","cue","00:51:40,123","00:51:42,726","Orang Mesir jatuh tepat ke dalam perangkap kita."
"657","cue","00:51:42,860","00:51:45,261","Mereka melintasi datarandi depan kanal."
"658","cue","00:51:46,998","00:51:50,100","Tank kami sudah bersiapdi punggung bukit kecil ini,"
"659","cue","00:51:50,233","00:51:51,869","di atas punggung bukit kecil ini."
"660","cue","00:51:53,704","00:51:55,939","Dari bawah, Anda hanya bisa melihatmenara dan pistolnya."
"661","cue","00:51:56,073","00:51:59,242","Sangat sulit untuk dipukul. Sangat keras."
"662","cue","00:51:59,375","00:52:01,745","Saya telah memperkuat Divisi Bren"
"663","cue","00:52:01,879","00:52:04,015","dengan tank dariperbatasan Yordania."
"664","cue","00:52:04,149","00:52:09,253","Mereka tua dan lambat tapisenjata mereka sangat akurat."
"665","cue","00:52:19,740","00:52:21,784","Ini komandan.Saya melihat asap knalpot."
"666","cue","00:52:21,910","00:52:23,846","Orang-orang Mesir sedang bergerak.Mereka melintasi Sinai."
"667","cue","00:52:23,870","00:52:27,916","Tunggu. Jangan melepaskan tembakan sampaimereka berada dalam jarak 1.000 meter."
"668","cue","00:52:28,041","00:52:31,377","Tunggu sampai saat itu.Biarkan mereka mendekat. Semua jelas?"
"669","cue","00:52:31,502","00:52:33,588","Ini Satu. Mereka2.000 meter jauhnya. Ganti."
"670","cue","00:52:35,005","00:52:36,256","Komandan, ini Dua."
"671","cue","00:52:36,381","00:52:38,718","Saya telah mengidentifikasi gerakankearah saya."
"672","cue","00:52:39,677","00:52:42,681","Mereka terekspos.Kita bisa melumpuhkan mereka dengan mudah."
"673","cue","00:52:42,806","00:52:45,600","Ini komandan.Tembak saat saya perintahkan."
"674","cue","00:52:45,725","00:52:48,479","Tunggu merekaberada dalam jarak 1.000 meter,"
"675","cue","00:52:48,604","00:52:49,646","lalu melepaskan tembakan."
"676","cue","00:52:49,771","00:52:52,190","Semoga beruntung.Kami mengandalkan Anda."
"677","cue","00:52:54,817","00:52:56,945","Ini Dua.Jaraknya 1.500 meter"
"678","cue","00:52:57,070","00:52:58,655","dan mendekat dengan cepat."
"679","cue","00:52:58,780","00:53:00,866","Ini Tiga.1.200 meter. Ganti."
"680","cue","00:53:00,991","00:53:02,909","Stasiun Satu,bersiap untuk melepaskan tembakan."
"681","cue","00:53:03,034","00:53:07,872","Tiga, dua, satu... Tembakan!"
"682","cue","00:53:15,547","00:53:17,800","Jangan izinkan merekamengangkat kepala mereka!"
"683","cue","00:53:17,925","00:53:20,094","Ayo, tangkap mereka, tembak!Tanpa rasa takut!"
"684","cue","00:53:24,598","00:53:26,492","Komandan, ini Dua.Kami menghancurkan empat tank."
"685","cue","00:53:26,516","00:53:29,520","Komandan, ini Empat.Kami menghancurkan lima tank."
"686","cue","00:53:29,645","00:53:31,688","Ini komandan.Terus lanjut! Jangan berhenti!"
"687","cue","00:53:31,813","00:53:33,649","Tembakan langsung! Jangan biarkan merekasampai ke garis!"
"688","cue","00:53:34,817","00:53:38,571","Terus tembak. Jangan sia-siakan kesempatan."
"689","cue","00:53:38,697","00:53:40,572","Terus tembak."
"690","cue","00:53:42,658","00:53:45,160","Ini komandan.Kami akan menghabisi mereka semua."
"691","cue","00:53:45,285","00:53:48,747","Saya ulangi, semuanya!Jangan tinggalkan satu tank pun!"
"692","cue","00:53:50,207","00:53:52,501","Mereka melarikan diri.Saya melihat beberapa berjalan kaki."
"693","cue","00:53:52,626","00:53:55,255","Mereka sudah kalah.Mereka mundur."
"694","cue","00:53:55,380","00:53:56,631","Ini komandan."
"695","cue","00:53:56,756","00:54:00,343","Jangan berhenti! Jangan berhenti!Jangan biarkan mereka lari!"
"696","cue","00:54:00,468","00:54:03,345","Kebakaran dimana-mana, seluruh area!"
"697","cue","00:54:03,470","00:54:05,724","Komandan, aku mengejar merekake kanal."
"698","cue","00:54:05,849","00:54:10,519","Tetap di tempat. Jangan bergerak maju.Saya ulangi, jangan bergerak maju."
"699","cue","00:54:57,658","00:55:00,026","Yah, mereka sudah kalah."
"700","cue","00:55:00,160","00:55:01,629","Hmm."
"701","cue","00:55:01,762","00:55:03,864","Bagus sekali, semuanya.Kita telah menghancurkan mereka."
"702","cue","00:55:05,665","00:55:06,868","Mereka tidak akan menyerang lagi,"
"703","cue","00:55:07,001","00:55:09,837","tapi melintasi kanaltidak akan mudah."
"704","cue","00:55:09,971","00:55:12,405","Penyeberanganhanya mungkin di sini,"
"705","cue","00:55:12,539","00:55:15,343","di daerah Peternakan Cina,"
"706","cue","00:55:15,475","00:55:17,745","dan itu hanyalebarnya dua kilometer."
"707","cue","00:55:17,879","00:55:21,815","Ketika orang-orang Arab menyadariapa yang sedang terjadi,"
"708","cue","00:55:21,948","00:55:25,686","rahangnya akan tertutup rapatseperti buaya"
"709","cue","00:55:25,820","00:55:28,055","dan kitalah yang akan tersingkir."
"710","cue","00:55:28,189","00:55:30,457","Kita berada dalam posisi terbaikkita sudah masuk"
"711","cue","00:55:30,591","00:55:32,093","sejak pertempuran dimulai."
"712","cue","00:55:33,393","00:55:35,395","Saya pikir kita harus melakukannyaberpikirlah dengan serius"
"713","cue","00:55:35,528","00:55:37,565","tentang menerima gencatan senjata."
"714","cue","00:55:40,001","00:55:42,837","Kita sedang menghadapi aliansi yang tidak suci"
"715","cue","00:55:42,970","00:55:45,406","antara Sovietdan orang-orang Arab"
"716","cue","00:55:45,539","00:55:48,143","itu harus dikalahkan."
"717","cue","00:55:49,844","00:55:51,713","Jika musuh kita berhenti takut pada kita,"
"718","cue","00:55:51,847","00:55:55,616","mereka akan menyerang lagidan lagi dan lagi."
"719","cue","00:55:55,750","00:55:59,620","Perang ini tidak bisa berakhirdengan Sadat di Tepi Timur."
"720","cue","00:56:07,763","00:56:10,599","Bisakah Sharon membawa tanknyamelintasi kanal?"
"721","cue","00:56:12,567","00:56:15,737","Moshe, apa yang nalurimu katakan padamu?"
"722","cue","00:56:16,469","00:56:17,705","Menyeberang."
"723","cue","00:56:22,210","00:56:23,578","- Oh!- Golda."
"724","cue","00:56:24,513","00:56:26,982","Saya baik-baik saja."
"725","cue","00:56:37,926","00:56:39,928","Perdana Menteri,penyeberangan telah dimulai."
"726","cue","00:56:48,347","00:56:50,390","Semua unit, dengarkan.Kami akan masuk."
"727","cue","00:56:50,515","00:56:53,560","Maju."
"728","cue","00:56:53,685","00:56:56,005","Dan mari kita bergerak sampai kitatahu apa yang ada di sisi sana."
"729","cue","00:56:56,104","00:56:59,442","Stasiun Dua,ini komandan."
"730","cue","00:56:59,567","00:57:02,195","Kami sedang menuju masukmenuju kanal."
"731","cue","00:57:03,286","00:57:05,321","Dado, apa yang terjadi?"
"732","cue","00:57:05,455","00:57:08,458","<i>Sharon sekarang sedang menyeberangkanal dengan perahu karet.</i>"
"733","cue","00:57:08,591","00:57:12,861","<i>Uh, dia harus berjuang untuk mempertahankannyaeh, jembatan terbuka.</i>"
"734","cue","00:57:14,330","00:57:15,890","<i>Pertanian Cina.</i>Dua di sini. Tutup rutenya."
"735","cue","00:57:19,046","00:57:22,673","Kedua, mulailah menyeberangke sisi lain. Ganti."
"736","cue","00:57:22,798","00:57:25,428","Acapulco, kita berhasil!Kami telah melintasi kanal."
"737","cue","00:57:25,553","00:57:26,553","Kami berada di Afrika."
"738","cue","00:57:27,643","00:57:29,112","<i>Kami berada di Afrika, Golda.</i>"
"739","cue","00:57:29,846","00:57:31,114","<i>Kami berada di Mesir.</i>"
"740","cue","00:57:32,315","00:57:33,883","Bagus sekali, teman-teman. Bagus sekali."
"741","cue","00:57:41,625","00:57:44,145","Mereka mundur. Api besar!Ini penyergapan! Kami dikepung."
"742","cue","00:57:45,261","00:57:47,231","Mereka tidak bergerak."
"743","cue","00:57:47,699","00:57:51,443","Senjata berat menyerangseluruh Brigade. Ini jebakan."
"744","cue","00:57:51,467","00:57:52,803","Senjata berat."
"745","cue","00:57:52,936","00:57:54,147","Mereka memukul kita.Kita dilanda kebakaran besar."
"746","cue","00:57:54,171","00:57:55,839","Mereka memukul kitadengan persenjataan berat."
"747","cue","00:57:55,973","00:57:59,510","Saya mendapat laporan tentangserangan balik terhadap pasukan kita."
"748","cue","00:57:59,643","00:58:02,621","Ada kebakaran langsung di Chinese Farm.Mereka ada di belakang kita. Orang Mesir menyerang."
"749","cue","00:58:02,645","00:58:03,714","Korban."
"750","cue","00:58:03,847","00:58:06,687","Banyak korban jiwa. Gunner, letakkanamunisi di sana. Dan hancurkan mereka sekarang!"
"751","cue","00:58:06,760","00:58:09,029","Saya tidak bisa! Itu macet! Saya tidak bisa!"
"752","cue","00:58:09,053","00:58:10,454","184, apa yang terjadi?"
"753","cue","00:58:10,587","00:58:12,156","<i>Maaf, kami disergap.</i>"
"754","cue","00:58:12,856","00:58:13,891","<i>Kedengarannya tidak bagus.</i>"
"755","cue","00:58:17,187","00:58:22,526","David, masukkan amunisinyadan tembak sekarang!"
"756","cue","00:58:27,656","00:58:31,369","Aku sedang mencoba!"
"757","cue","00:58:31,494","00:58:34,997","Dia meninggal!"
"758","cue","00:58:35,122","00:58:37,250","184, apa yang terjadi?"
"759","cue","00:58:37,375","00:58:39,310","Kami dibunuh di sini.Saya baru saja kehilangan komandan saya."
"760","cue","00:58:39,334","00:58:43,964","Ini Dua. Tunggu dengan sabar.Tunggu di bunker."
"761","cue","00:58:44,089","00:58:46,049","Mereka menembaki kita! Membunuh kita."
"762","cue","00:58:46,174","00:58:48,052","Ini satu."
"763","cue","00:58:48,177","00:58:50,930","Tetap tenang, kami akan memberi Anda bantuan."
"764","cue","00:58:51,055","00:58:54,559","Kami membutuhkan bantuan sekarang!Kami dikelilingi oleh orang Mesir."
"765","cue","00:58:54,684","00:58:56,728","Isi ulang senjatanya dengan cepat!Ayo sekarang!"
"766","cue","00:58:56,853","00:58:59,772","Saya tidak bisa! Itu macet!Itu tidak akan masuk!"
"767","cue","00:58:59,897","00:59:02,108","Mereka datang! Muat ulang sekarang!"
"768","cue","00:59:02,232","00:59:05,153","Saya tidak bisa! Saya mencoba. Saya mencoba!"
"769","cue","00:59:31,804","00:59:33,272","Apa beritanya?"
"770","cue","00:59:33,405","00:59:36,674","Terjadi pertempuran sengitdi sekitar Peternakan Cina."
"771","cue","00:59:36,808","00:59:38,377","Tapi jembatannya aman."
"772","cue","00:59:40,078","00:59:42,882","Sharon memiliki 30 tankdi tepi barat."
"773","cue","00:59:43,015","00:59:45,017","Kami sedang membangun jembatan ponton."
"774","cue","00:59:46,285","00:59:48,287","Divisi Brenharus segera menyeberang."
"775","cue","00:59:48,988","00:59:51,857","Bagus sekali. Dan korbannya?"
"776","cue","01:00:00,032","01:00:01,233","Tiga ratus orang tewas."
"777","cue","01:00:01,967","01:00:03,169","Dan masih banyak lagi yang akan bertambah."
"778","cue","01:00:48,248","01:00:49,249","Halo?"
"779","cue","01:00:53,919","01:00:55,121","Halo?"
"780","cue","01:01:12,973","01:01:14,941","Halo? Siapa disana?"
"781","cue","01:01:15,942","01:01:17,144","Siapa disana?"
"782","cue","01:01:25,785","01:01:26,953","Halo? Siapa ini?"
"783","cue","01:01:31,592","01:01:32,592","Halo?"
"784","cue","01:01:37,798","01:01:39,900","Hentikan! Hentikan!"
"785","cue","01:01:46,841","01:01:48,975","Berhenti! Berhenti!"
"786","cue","01:02:11,198","01:02:13,603","Tahukah Anda berapa banyak orang yang meninggal"
"787","cue","01:02:13,736","01:02:15,370","karena penyeberangan itu?"
"788","cue","01:02:16,738","01:02:18,440","Pada tanggal 14?"
"789","cue","01:02:23,110","01:02:25,346","Tujuh ratus orang tewas atau hilang."
"790","cue","01:02:25,479","01:02:29,184","Sekitar 2.000 orang terluka."
"791","cue","01:02:29,318","01:02:32,454","Dan sekitar 300 orang menjadi tawanan."
"792","cue","01:02:33,288","01:02:35,591","Aku menghitung semuanya,Pak Ketua."
"793","cue","01:02:35,725","01:02:37,526","Semuanya."
"794","cue","01:02:39,827","01:02:41,029","Percayalah kepadaku."
"795","cue","01:02:47,670","01:02:48,970","<i>Dado, kita dimana?</i>"
"796","cue","01:02:49,104","01:02:53,141","Bren ingin memotong Suezdari jalan Kairo"
"797","cue","01:02:53,275","01:02:55,143","di suatu tempat dekat sini.Kilometer 101."
"798","cue","01:02:55,277","01:02:59,481","Maksudmu seluruh Tentara Ketigaakan terputus?"
"799","cue","01:02:59,615","01:03:00,849","Ya."
"800","cue","01:03:02,117","01:03:04,086","Tidak ada airdi Tepi Timur."
"801","cue","01:03:05,220","01:03:06,555","Itu tidak akan bertahan lama."
"802","cue","01:03:09,525","01:03:11,360","Kita akan mencekik Sadat."
"803","cue","01:03:12,795","01:03:14,397","Dia harus bernegosiasi."
"804","cue","01:03:14,530","01:03:16,932","Berapa banyak orang di Angkatan Darat Ketiga?"
"805","cue","01:03:17,065","01:03:18,433","Sekitar 30.000."
"806","cue","01:03:21,704","01:03:25,341","Anda ingin saya membuat pasukandari para janda dan anak yatim piatu."
"807","cue","01:03:27,443","01:03:29,178","Apakah Anda siap melakukan itu?"
"808","cue","01:03:31,881","01:03:33,617","Dunia harus percaya saya."
"809","cue","01:03:33,751","01:03:35,652","- Perdana Menteri?- Hmm."
"810","cue","01:03:47,564","01:03:49,399","<i>Pesawat Henry Kissinger</i>"
"811","cue","01:03:49,532","01:03:51,501","<i>mendarat diBandara Internasional Lod</i>"
"812","cue","01:03:51,635","01:03:54,103","<i>di Tel Aviv sore ini.</i>"
"813","cue","01:03:54,237","01:03:55,639","<i>Kissinger disambutdi bandara</i>"
"814","cue","01:03:55,773","01:03:57,641","<i>oleh delegasi kecilpejabat</i>"
"815","cue","01:03:57,775","01:03:59,710","<i>sebelum masuk ke dalammobil yang menunggu</i>"
"816","cue","01:03:59,843","01:04:02,111","<i>dan didesak untuk bertemudengan Perdana Menteri Israel,</i>"
"817","cue","01:04:02,245","01:04:03,447","<i>Golda Meir.</i>"
"818","cue","01:04:06,417","01:04:08,552","<i>Pertemuan itu terjadidi rumah Meir di Tel Aviv.</i>"
"819","cue","01:04:08,686","01:04:11,454","<i>Dan mereka pasti akan berdiskusiperjanjian gencatan senjata</i>"
"820","cue","01:04:11,588","01:04:14,091","<i>antara Israeldan tetangga Arabnya.</i>"
"821","cue","01:04:27,938","01:04:29,972","Selamat datang di Israel,Pak Menlu."
"822","cue","01:04:30,106","01:04:32,209","Terima kasih, Nyonya Perdana Menteri."
"823","cue","01:04:33,143","01:04:34,944","Jadi ini Jenderal Elazar,"
"824","cue","01:04:35,077","01:04:36,681","- Kepala Staf kami.- Jenderal Elazar."
"825","cue","01:04:36,815","01:04:40,551","Jenderal Zeira,Kepala Intelijen Militer."
"826","cue","01:04:40,685","01:04:43,354","- Senang bertemu denganmu.- Zvi Zamir, Kepala Mossad."
"827","cue","01:04:43,487","01:04:45,623","Dan tentu saja Moshe Dayan."
"828","cue","01:04:45,757","01:04:48,093","- Halo, Moshe.- Menteri Pertahanan."
"829","cue","01:05:01,539","01:05:02,574","Oh."
"830","cue","01:05:13,852","01:05:17,055","- Terima kasih sudah datang, Henry.- Tentu saja."
"831","cue","01:05:18,990","01:05:21,493","- Apa kau lapar?- Tidak terima kasih."
"832","cue","01:05:22,695","01:05:25,529","Pengurus rumah tanggaku, Leah,membuat borscht."
"833","cue","01:05:25,663","01:05:27,465","Tidak tidak. Tolong, eh..."
"834","cue","01:05:27,600","01:05:30,300","yang diberikan Rusia padakudua makan malam besar tadi malam,"
"835","cue","01:05:30,434","01:05:31,871","satu demi satu."
"836","cue","01:05:32,003","01:05:35,173","Dan sejujurnya aku merasakannyasedikit, eh, tidak nyaman."
"837","cue","01:05:35,306","01:05:37,978","Ah, orang-orang Rusia itu.Ini semua tentang strategi."
"838","cue","01:05:38,110","01:05:39,544","Ayo, duduk."
"839","cue","01:05:39,678","01:05:41,814","Anda tahu, mereka menggangguperalatan komunikasi"
"840","cue","01:05:41,947","01:05:43,315","di pesawatku."
"841","cue","01:05:43,450","01:05:47,686","Hmm, tentu saja. Orang-orang Rusia itu."
"842","cue","01:05:47,820","01:05:51,222","Mereka tidak membawa apa punkecuali kesengsaraan bagi dunia."
"843","cue","01:05:51,356","01:05:53,191","Biasanya,Saya setuju dengan anda."
"844","cue","01:05:53,324","01:05:54,794","Tentu saja ada Tolstoy."
"845","cue","01:05:54,928","01:05:56,295","Hmm! Dan Dostoyevsky."
"846","cue","01:05:56,428","01:05:59,599","Kesengsaraan di setiap halaman."
"847","cue","01:05:59,733","01:06:01,534","Tidak, tolong. Terima kasih."
"848","cue","01:06:01,668","01:06:03,535","Kamu harus memakannya, Henry."
"849","cue","01:06:03,669","01:06:05,137","Dia orang yang selamat."
"850","cue","01:06:06,705","01:06:08,273","Ah. Hmm."
"851","cue","01:06:12,177","01:06:13,379","Selamat Menikmati."
"852","cue","01:06:23,023","01:06:24,223","Hmm."
"853","cue","01:06:29,996","01:06:32,064","Hmm, itu sangat enak. Terima kasih."
"854","cue","01:06:43,877","01:06:45,244","Terima kasih, Lea."
"855","cue","01:06:54,421","01:06:57,591","Nyonya Perdana Menteri,dalam hal kerja sama kita,"
"856","cue","01:06:57,724","01:06:59,325","Saya pikir ini pentingyang kamu ingat"
"857","cue","01:06:59,458","01:07:01,928","bahwa saya pertama-tama orang Amerika,"
"858","cue","01:07:02,062","01:07:03,763","kedua, saya Menteri Luar Negeri,"
"859","cue","01:07:03,897","01:07:05,666","dan ketiga, saya seorang Yahudi."
"860","cue","01:07:05,800","01:07:09,837","Anda lupa bahwa di Israel,kita membaca dari kanan ke kiri."
"861","cue","01:07:13,173","01:07:15,909","Tentu saja."
"862","cue","01:07:16,042","01:07:18,478","- Apakah kamu baik-baik saja?- Maaf."
"863","cue","01:07:22,282","01:07:23,584","Anda tampak lelah."
"864","cue","01:07:24,317","01:07:26,754","Ini waktu yang sulit bagimu."
"865","cue","01:07:26,887","01:07:30,057","Kami sudah sedekat iniuntuk dikalahkan, Henry."
"866","cue","01:07:30,190","01:07:31,391","Hmm."
"867","cue","01:07:34,829","01:07:38,198","Presiden Nixonmengirimkan salamnya."
"868","cue","01:07:38,331","01:07:40,668","Saat dia minum,dia berbicara tentang kamu."
"869","cue","01:07:40,801","01:07:43,104","Namaku pastidi bibirnya sepanjang waktu."
"870","cue","01:07:47,341","01:07:50,112","Golda, OPEC telah menyatakanAmerika Serikat"
"871","cue","01:07:50,244","01:07:52,114","negara yang menjadi musuh utama."
"872","cue","01:07:52,246","01:07:53,981","Saudi telah menghentikan produksi minyak kami"
"873","cue","01:07:54,115","01:07:55,282","dan harga minyak mentah melonjak"
"874","cue","01:07:55,416","01:07:58,119","empat dolar menjadi 12 dolar per barel, jadi..."
"875","cue","01:07:58,251","01:07:59,787","Anda bisa melihatnyarakyat Amerika"
"876","cue","01:07:59,920","01:08:03,357","akan membayar harga yang mahaluntuk mendukung Israel."
"877","cue","01:08:04,425","01:08:07,863","Itu sebabnya kita membutuhkanperjanjian gencatan senjata."
"878","cue","01:08:12,734","01:08:15,169","Ya, hal pertama yang utama."
"879","cue","01:08:15,302","01:08:17,873","Ini daftardari setiap tawanan perang."
"880","cue","01:08:18,006","01:08:20,575","Kami telah menangkap sekitar 9.000 orang."
"881","cue","01:08:22,209","01:08:27,248","Bukan Assad atau Sadatkurang peduli dengan tentara mereka."
"882","cue","01:08:27,381","01:08:29,918","Saya ingin daftardari setiap tawanan perang,"
"883","cue","01:08:30,052","01:08:32,954","tanggal kepulangan merekadan pengembalian jenazah."
"884","cue","01:08:33,088","01:08:35,489","Brezhnev meyakinkan sayadia akan berbicara dengan Sadat."
"885","cue","01:08:35,624","01:08:39,427","Aku butuh jaminan, Henry.Dan satu dari Assad."
"886","cue","01:08:39,561","01:08:42,665","Dia yang terburuk.Kuku-kukunya dicabut."
"887","cue","01:08:42,799","01:08:45,333","tentara kami pulangdalam keadaan berkeping-keping."
"888","cue","01:08:46,636","01:08:48,804","Negara ini trauma."
"889","cue","01:08:48,937","01:08:51,841","Jenderal saya memohon kepada sayauntuk menduduki Kairo."
"890","cue","01:08:51,974","01:08:54,542","Sharon seperti seekor anjingdengan tali."
"891","cue","01:08:54,676","01:08:56,478","Jika Anda melakukan itu,kamu akan sendirian."
"892","cue","01:08:56,612","01:08:59,414","Kepentingan jangka panjang Israeltidak akan dilayani"
"893","cue","01:08:59,548","01:09:03,086","oleh putusnyahubungan kita, Golda."
"894","cue","01:09:03,218","01:09:06,055","Sadat sudah menyetujuiketentuan gencatan senjata."
"895","cue","01:09:06,189","01:09:09,558","Tentu saja dia setuju!Dia berada di ambang kekalahan!"
"896","cue","01:09:10,459","01:09:12,661","Ini akan memberinya kesempatanuntuk mengumpulkan kekuatan kembali."
"897","cue","01:09:15,397","01:09:17,166","Anda satu-satunya orangdalam dunia"
"898","cue","01:09:17,299","01:09:20,368","yang mungkin bisa mengertiapa yang sedang saya alami."
"899","cue","01:09:20,502","01:09:25,174","Ya, aku tahu perasaanmu,tapi kita perlu gencatan senjata."
"900","cue","01:09:25,307","01:09:27,309","Saya pikir kita teman,Henry."
"901","cue","01:09:27,442","01:09:29,478","Kami akan selalu melindungi Israel."
"902","cue","01:09:32,347","01:09:34,050","Seperti yang kamu lakukan di tahun '48?"
"903","cue","01:09:34,183","01:09:37,487","Kami harus mendapatkan senjata kamidari Stalin. Stalin!"
"904","cue","01:09:38,921","01:09:41,692","Kelangsungan hidup kamitidak ada dalam bantuanmu."
"905","cue","01:09:41,825","01:09:44,493","Jika kami harus melakukannya,kami akan bertarung sendirian."
"906","cue","01:09:48,430","01:09:51,501","Aku, eh, singgah di London"
"907","cue","01:09:51,635","01:09:53,737","selama beberapa jam dalam perjalanan pulang."
"908","cue","01:09:54,504","01:09:55,806","Saya harus tiba di Washington"
"909","cue","01:09:55,939","01:09:57,875","sekitar jam 9:00 pagi.besok pagi,"
"910","cue","01:09:58,008","01:09:59,475","waktumu."
"911","cue","01:09:59,610","01:10:02,377","Saat saya harus mengumumkangencatan senjata."
"912","cue","01:10:03,847","01:10:07,382","Itu akan memberi Andawaktu 18 jam ..."
"913","cue","01:10:09,219","01:10:10,419","mengamankan jalur suplai Anda."
"914","cue","01:10:10,553","01:10:13,023","Tapi aku memperingatkanmu, Golda."
"915","cue","01:10:13,157","01:10:14,959","Segala upaya untuk mengepungTentara Ketiga"
"916","cue","01:10:15,093","01:10:16,669","akan membawa Sovietke dalam konflik,"
"917","cue","01:10:16,693","01:10:18,629","- Apakah kamu mengerti?- Saya mengerti."
"918","cue","01:10:18,762","01:10:23,366","Atas dasar itu, Israel jugamenyetujui gencatan senjata?"
"919","cue","01:10:24,400","01:10:26,435","Saya punya waktu 18 jam."
"920","cue","01:10:29,472","01:10:30,775","Kalau begitu, ya."
"921","cue","01:10:34,678","01:10:35,947","Terima kasih untuk borschtnya."
"922","cue","01:10:44,888","01:10:45,889","Semoga beruntung, Golda."
"923","cue","01:11:51,790","01:11:53,592","Golda,mereka ingin melihat wajahmu."
"924","cue","01:11:55,294","01:11:57,996","Ya, mereka harus melakukannyamelakukannya tanpa wajahku."
"925","cue","01:11:59,397","01:12:02,201","Tidak, ini tidak mungkin.Ayo."
"926","cue","01:12:02,668","01:12:04,204","TIDAK."
"927","cue","01:12:04,337","01:12:07,373","Golda, aku minta maaf, tapi aku harusmengeluarkanmu dari tempat tidur ini."
"928","cue","01:12:08,974","01:12:10,143","Satu dua tiga."
"929","cue","01:12:11,710","01:12:13,544","Aku tidak bisa, aku... Tidak."
"930","cue","01:12:14,346","01:12:15,781","Tidak. Itu menyakitkan."
"931","cue","01:12:15,915","01:12:17,448","- Aku tahu itu menyakitkan.- Itu menyakitkan."
"932","cue","01:12:17,583","01:12:19,618","Aku tahu. aku akan membantumu."
"933","cue","01:12:20,921","01:12:23,723","Aku berjanji akan menempatkanmudi helikopter ini. Ayo."
"934","cue","01:12:26,458","01:12:29,795","Baiklah. Anda memberi mereka harapan.Mereka perlu melihat wajah Anda."
"935","cue","01:12:41,066","01:12:43,026","Perdana Menteri Golda Meir"
"936","cue","01:12:43,152","01:12:45,821","mengunjungi para prajuritdi garis depan pagi ini,"
"937","cue","01:12:45,946","01:12:48,866","sambil mengenakan sepatunya yang terkenal"
"938","cue","01:12:48,991","01:12:52,035","yang dikenal saat inisebagai ""sepatu Golda""."
"939","cue","01:12:52,160","01:12:53,828","Dia membuka koran,"
"940","cue","01:12:53,953","01:12:56,373","membaca setiap halaman."
"941","cue","01:12:57,249","01:13:00,879","Ini Perdana Menteri kita dalamkunjungan pertama ke Mesir."
"942","cue","01:13:01,004","01:13:04,882","Dia berdiri dan melihat keluardengan sedikit kegembiraan."
"943","cue","01:13:09,011","01:13:11,013","Kami sepenuhnya yakin"
"944","cue","01:13:11,138","01:13:14,183","menguasai tanah gurun yang luaskami telah menaklukkannya."
"945","cue","01:13:14,308","01:13:16,728","Tanah ini menciptakanpemisahan yang lengkap"
"946","cue","01:13:16,853","01:13:19,147","diantara kitadan prajurit Angkatan Darat Ketiga"
"947","cue","01:13:19,272","01:13:21,983","yang melintasi kanal,dan bergerak ke arah kita."
"948","cue","01:13:24,902","01:13:27,322","Wajahnya menunjukkan kesedihan."
"949","cue","01:13:27,447","01:13:30,782","Dia sepertinya sadarbesarnya biaya yang ditanggung dalam kehidupan manusia"
"950","cue","01:13:30,908","01:13:32,492","disebabkan oleh penyeberangan kanal."
"951","cue","01:13:43,212","01:13:46,216","Pertama kalinyadi wilayah Mesir."
"952","cue","01:13:46,341","01:13:47,925","Dia disambut oleh banyak tentara."
"953","cue","01:13:48,050","01:13:50,261","- Semua yang terbaik untukmu.- Hai."
"954","cue","01:13:50,386","01:13:54,682","- Hei, hei.- Tunggu, teman-teman."
"955","cue","01:13:54,807","01:13:57,018","Para prajuritdi bukit pasir di sekitarnya"
"956","cue","01:13:57,143","01:13:59,854","sedang menunggu dengan sabaruntuk foto bersama."
"957","cue","01:13:59,979","01:14:02,523","Nyonya Meirjuga menunggu dengan sabar,"
"958","cue","01:14:02,649","01:14:05,652","sampai fotografer akhirnyabisa mengabadikan momen spesial ini."
"959","cue","01:14:05,777","01:14:09,864","Para prajurit yang mengelilinginyamembuat dia tidak punya pilihan."
"960","cue","01:14:09,989","01:14:11,909","- Saat kamu bergerak...- Dengan lembut."
"961","cue","01:14:12,034","01:14:15,828","Kami sudah mengepungTentara Ketiga pada saat itu,"
"962","cue","01:14:15,954","01:14:18,666","dan kita bisa memusnahkan mereka"
"963","cue","01:14:18,791","01:14:21,376","dan menghancurkan mereka."
"964","cue","01:14:21,501","01:14:23,170","benar-benar menghancurkan."
